id,name,mw_exact,sf,+H,+Na,+K
SLM:000055672,LPS(20:4),544.595215,C26H43NO9P,545.27482041,567.25676466,583.23070187
SLM:000055673,LPS(20:5),542.579407,C26H41NO9P,543.25917034,565.24111459,581.2150518
SLM:000055674,LPS(21:0),566.685303,C27H53NO9P,567.35307073,589.33501498,605.30895219
SLM:000055675,LPS(22:0),580.711914,C28H55NO9P,581.36872079,603.35066504,619.32460225
SLM:000055676,LPS(22:1),578.695984,C28H53NO9P,579.35307073,601.33501498,617.30895219
SLM:000055677,LPS(22:2),576.680176,C28H51NO9P,577.33742066,599.31936491,615.29330212
SLM:000055678,LPS(22:3),574.664307,C28H49NO9P,575.3217706,597.30371485,613.27765206
SLM:000055679,LPS(22:4),572.648376,C28H47NO9P,573.30612054,595.28806478,611.26200199
SLM:000055680,LPS(22:5),570.632507,C28H45NO9P,571.29047047,593.27241472,609.24635193
SLM:000055681,LPS(22:6),568.616577,C28H43NO9P,569.27482041,591.25676466,607.23070187
SLM:000055682,LPS(24:0),608.765076,C30H59NO9P,609.40002092,631.38196517,647.35590238
SLM:000055683,LPS(24:1),606.749207,C30H57NO9P,607.38437086,629.3663151,645.34025231
SLM:000055684,LPS(24:4),600.701599,C30H51NO9P,601.33742066,623.31936491,639.29330212
SLM:000055685,LPS(24:5),598.685730,C30H49NO9P,599.3217706,621.30371485,637.27765206
SLM:000055686,LPS(24:6),596.669800,C30H47NO9P,597.30612054,619.28806478,635.26200199
SLM:000055687,LPS(26:0),636.818176,C32H63NO9P,637.43132105,659.4132653,675.38720251
SLM:000055688,LPS(26:1),634.802429,C32H61NO9P,635.41567098,657.39761523,673.37155244
SLM:000055689,LPS(26:4),628.754700,C32H55NO9P,629.36872079,651.35066504,667.32460225
SLM:000055690,LPS(26:5),626.738770,C32H53NO9P,627.35307073,649.33501498,665.30895219
SLM:000055691,LPS(26:6),624.723022,C32H51NO9P,625.33742066,647.31936491,663.29330212
SLM:000055692,LPS(28:0),664.871399,C34H67NO9P,665.46262118,687.44456542,703.41850263
SLM:000055693,LPS(28:4),656.807922,C34H59NO9P,657.40002092,679.38196517,695.35590238
SLM:000055694,LPS(28:5),654.791992,C34H57NO9P,655.38437086,677.3663151,693.34025231
SLM:000055695,LPS(28:6),652.776123,C34H55NO9P,653.36872079,675.35066504,691.32460225
SLM:000055696,LPS(2:0),300.180298,C8H15NO9P,301.05571951,323.03766376,339.01160097
SLM:000055697,LPS(30:0),692.924622,C36H71NO9P,693.4939213,715.47586555,731.44980276
SLM:000055698,LPS(30:4),684.861023,C36H63NO9P,685.43132105,707.4132653,723.38720251
SLM:000055699,LPS(30:5),682.845215,C36H61NO9P,683.41567098,705.39761523,721.37155244
SLM:000055700,LPS(30:6),680.829285,C36H59NO9P,681.40002092,703.38196517,719.35590238
SLM:000055701,LPS(32:4),712.914185,C38H67NO9P,713.46262118,735.44456542,751.41850263
SLM:000055702,LPS(32:5),710.898315,C38H65NO9P,711.44697111,733.42891536,749.40285257
SLM:000055703,LPS(32:6),708.882385,C38H63NO9P,709.43132105,731.4132653,747.38720251
SLM:000055704,LPS(34:4),740.967407,C40H71NO9P,741.4939213,763.47586555,779.44980276
SLM:000055705,LPS(34:5),738.951477,C40H69NO9P,739.47827124,761.46021549,777.4341527
SLM:000055706,LPS(34:6),736.935608,C40H67NO9P,737.46262118,759.44456542,775.41850263
SLM:000055707,LPS(36:4),769.020508,C42H75NO9P,769.52522143,791.50716568,807.48110289
SLM:000055708,LPS(36:5),767.004578,C42H73NO9P,767.50957137,789.49151562,805.46545283
SLM:000055709,LPS(36:6),764.988770,C42H71NO9P,765.4939213,787.47586555,803.44980276
SLM:000055710,LPS(38:4),797.073730,C44H79NO9P,797.55652156,819.53846581,835.51240302
SLM:000055711,LPS(38:5),795.057800,C44H77NO9P,795.5408715,817.52281574,833.49675295
SLM:000055712,LPS(3:0),314.206909,C9H17NO9P,315.07136958,337.05331382,353.02725103
SLM:000055713,LPS(4:0),328.233490,C10H19NO9P,329.08701964,351.06896389,367.0429011
SLM:000055714,LPS(6:0),356.286591,C12H23NO9P,357.11831977,379.10026402,395.07420123
SLM:000055715,LPS(8:0),384.339813,C14H27NO9P,385.1496199,407.13156414,423.10550135
SLM:000055716,LPS(O-13:0),440.489197,C19H39NO8P,441.24860566,463.23054991,479.20448712
SLM:000055717,LPS(O-13:1),438.473297,C19H37NO8P,439.2329556,461.21489984,477.18883705
SLM:000055718,LPS(O-14:0),454.515808,C20H41NO8P,455.26425572,477.24619997,493.22013718
SLM:000055719,LPS(O-14:1),452.499908,C20H39NO8P,453.24860566,475.23054991,491.20448712
SLM:000055720,LPS(O-15:0),468.542297,C21H43NO8P,469.27990579,491.26185004,507.23578725
SLM:000055721,LPS(O-15:1),466.526489,C21H41NO8P,467.26425572,489.24619997,505.22013718
SLM:000055722,LPS(O-16:0),482.568909,C22H45NO8P,483.29555585,505.2775001,521.25143731
SLM:000055723,LPS(O-16:1),480.553009,C22H43NO8P,481.27990579,503.26185004,519.23578725
SLM:000055724,LPS(O-17:0),496.595490,C23H47NO8P,497.31120592,519.29315016,535.26708737
SLM:000055725,LPS(O-17:1),494.579590,C23H45NO8P,495.29555585,517.2775001,533.25143731
SLM:000055726,LPS(O-18:0),510.622101,C24H49NO8P,511.32685598,533.30880023,549.28273744
SLM:000055727,LPS(O-18:1),508.606201,C24H47NO8P,509.31120592,531.29315016,547.26708737
SLM:000055728,LPS(O-18:2),506.590302,C24H45NO8P,507.29555585,529.2775001,545.25143731
SLM:000055729,LPS(O-18:3),504.574402,C24H43NO8P,505.27990579,527.26185004,543.23578725
SLM:000055730,LPS(O-20:0),538.675171,C26H53NO8P,539.35815611,561.34010036,577.31403757
SLM:000055731,LPS(O-20:1),536.659424,C26H51NO8P,537.34250604,559.32445029,575.2983875
SLM:000055732,LPS(O-20:2),534.643494,C26H49NO8P,535.32685598,557.30880023,573.28273744
SLM:000055733,LPS(O-22:0),566.728394,C28H57NO8P,567.38945624,589.37140048,605.34533769
SLM:000055734,LPS(O-22:1),564.712524,C28H55NO8P,565.37380617,587.35575042,603.32968763
SLM:000055735,LPS(O-22:2),562.696594,C28H53NO8P,563.35815611,585.34010036,601.31403757
SLM:000055736,LPS(O-24:0),594.781616,C30H61NO8P,595.42075636,617.40270061,633.37663782
SLM:000055737,LPS(O-24:1),592.765686,C30H59NO8P,593.4051063,615.38705055,631.36098776
SLM:000055738,LPS(O-26:0),622.834717,C32H65NO8P,623.45205649,645.43400074,661.40793795
SLM:000055739,LPS(O-26:1),620.818787,C32H63NO8P,621.43640643,643.41835068,659.39228789
SLM:000055740,LPS(O-28:0),650.887878,C34H69NO8P,651.48335662,673.46530087,689.43923808
SLM:000055741,LPS(O-28:1),648.872009,C34H67NO8P,649.46770656,671.4496508,687.42358801
SLM:000055742,LPS(O-30:0),678.940979,C36H73NO8P,679.51465675,701.496601,717.47053821
SLM:000055743,LPS(O-30:1),676.925171,C36H71NO8P,677.49900668,699.48095093,715.45488814
SLM:000055744,PA(10:0),338.291809,C13H23O8P,339.12033115,361.1022754,377.07621261
SLM:000055745,PA(11:0),352.318390,C14H25O8P,353.13598121,375.11792546,391.09186267
SLM:000055746,PA(12:0),366.344910,C15H27O8P,367.15163128,389.13357552,405.10751273
SLM:000055747,PA(13:0),380.371490,C16H29O8P,381.16728134,403.14922559,419.1231628
SLM:000055748,PA(14:0),394.398102,C17H31O8P,395.1829314,417.16487565,433.13881286
SLM:000055749,PA(15:0),408.424713,C18H33O8P,409.19858147,431.18052572,447.15446293
SLM:000055750,PA(16:0),422.451294,C19H35O8P,423.21423153,445.19617578,461.17011299
SLM:000055751,PA(16:1),420.435394,C19H33O8P,421.19858147,443.18052572,459.15446293
SLM:000055752,PA(17:0),436.477814,C20H37O8P,437.2298816,459.21182584,475.18576305
SLM:000055753,PA(17:1),434.462006,C20H35O8P,435.21423153,457.19617578,473.17011299
SLM:000055754,PA(18:0),450.504395,C21H39O8P,451.24553166,473.22747591,489.20141312
SLM:000055755,PA(18:1),448.488495,C21H37O8P,449.2298816,471.21182584,487.18576305
SLM:000055756,PA(18:2),446.472687,C21H35O8P,447.21423153,469.19617578,485.17011299
SLM:000055757,PA(19:0),464.531006,C22H41O8P,465.26118172,487.24312597,503.21706318
SLM:000055758,PA(19:1),462.515106,C22H39O8P,463.24553166,485.22747591,501.20141312
SLM:000055759,PA(19:2),460.499207,C22H37O8P,461.2298816,483.21182584,499.18576305
SLM:000055760,PA(20:0),478.557587,C23H43O8P,479.27683179,501.25877604,517.23271325
SLM:000055761,PA(20:1),476.541687,C23H41O8P,477.26118172,499.24312597,515.21706318
SLM:000055762,PA(20:2),474.525787,C23H39O8P,475.24553166,497.22747591,513.20141312
SLM:000055763,PA(20:3),472.509888,C23H37O8P,473.2298816,495.21182584,511.18576305
SLM:000055764,PA(20:4),470.494110,C23H35O8P,471.21423153,493.19617578,509.17011299
SLM:000055765,PA(21:0),492.584198,C24H45O8P,493.29248185,515.2744261,531.24836331
SLM:000055766,PA(21:1),490.568298,C24H43O8P,491.27683179,513.25877604,529.23271325
SLM:000055767,PA(21:2),488.552399,C24H41O8P,489.26118172,511.24312597,527.21706318
SLM:000055768,PA(21:3),486.536499,C24H39O8P,487.24553166,509.22747591,525.20141312
SLM:000055769,PA(21:4),484.520599,C24H37O8P,485.2298816,507.21182584,523.18576305
SLM:000055770,PA(22:0),506.610687,C25H47O8P,507.30813192,529.29007616,545.26401337
SLM:000055771,PA(22:1),504.594910,C25H45O8P,505.29248185,527.2744261,543.24836331
SLM:000055772,PA(22:2),502.579010,C25H43O8P,503.27683179,525.25877604,541.23271325
SLM:000055773,PA(22:3),500.563110,C25H41O8P,501.26118172,523.24312597,539.21706318
SLM:000055774,PA(22:4),498.547211,C25H39O8P,499.24553166,521.22747591,537.20141312
SLM:000055775,PA(22:5),496.531311,C25H37O8P,497.2298816,519.21182584,535.18576305
SLM:000055776,PA(23:0),520.637329,C26H49O8P,521.32378198,543.30572623,559.27966344
SLM:000055777,PA(23:1),518.621399,C26H47O8P,519.30813192,541.29007616,557.26401337
SLM:000055778,PA(23:2),516.605591,C26H45O8P,517.29248185,539.2744261,555.24836331
SLM:000055779,PA(23:3),514.589722,C26H43O8P,515.27683179,537.25877604,553.23271325
SLM:000055780,PA(23:4),512.573792,C26H41O8P,513.26118172,535.24312597,551.21706318
SLM:000055781,PA(23:5),510.557892,C26H39O8P,511.24553166,533.22747591,549.20141312
SLM:000055782,PA(24:0),534.663879,C27H51O8P,535.33943204,557.32137629,573.2953135
SLM:000055783,PA(24:1),532.648010,C27H49O8P,533.32378198,555.30572623,571.27966344
SLM:000055784,PA(24:2),530.632080,C27H47O8P,531.30813192,553.29007616,569.26401337
SLM:000055785,PA(24:3),528.616272,C27H45O8P,529.29248185,551.2744261,567.24836331
SLM:000055786,PA(24:4),526.600403,C27H43O8P,527.27683179,549.25877604,565.23271325
SLM:000055787,PA(24:5),524.584473,C27H41O8P,525.26118172,547.24312597,563.21706318
SLM:000055788,PA(24:6),522.568604,C27H39O8P,523.24553166,545.22747591,561.20141312
SLM:000055789,PA(25:0),548.690491,C28H53O8P,549.35508211,571.33702636,587.31096357
SLM:000055790,PA(25:1),546.674622,C28H51O8P,547.33943204,569.32137629,585.2953135
SLM:000055791,PA(25:2),544.658691,C28H49O8P,545.32378198,567.30572623,583.27966344
SLM:000055792,PA(25:3),542.642822,C28H47O8P,543.30813192,565.29007616,581.26401337
SLM:000055793,PA(25:4),540.627014,C28H45O8P,541.29248185,563.2744261,579.24836331
SLM:000055794,PA(25:5),538.611084,C28H43O8P,539.27683179,561.25877604,577.23271325
SLM:000055795,PA(25:6),536.595215,C28H41O8P,537.26118172,559.24312597,575.21706318
SLM:000055796,PA(26:0),562.717102,C29H55O8P,563.37073217,585.35267642,601.32661363
SLM:000055797,PA(26:1),560.701172,C29H53O8P,561.35508211,583.33702636,599.31096357
SLM:000055798,PA(26:2),558.685303,C29H51O8P,559.33943204,581.32137629,597.2953135
SLM:000055799,PA(26:3),556.669373,C29H49O8P,557.32378198,579.30572623,595.27966344
SLM:000055800,PA(26:4),554.653503,C29H47O8P,555.30813192,577.29007616,593.26401337
SLM:000055801,PA(26:5),552.637695,C29H45O8P,553.29248185,575.2744261,591.24836331
SLM:000055802,PA(26:6),550.621826,C29H43O8P,551.27683179,573.25877604,589.23271325
SLM:000055803,PA(27:0),576.743591,C30H57O8P,577.38638224,599.36832648,615.34226369
SLM:000055804,PA(27:1),574.727783,C30H55O8P,575.37073217,597.35267642,613.32661363
SLM:000055805,PA(27:4),568.680115,C30H49O8P,569.32378198,591.30572623,607.27966344
SLM:000055806,PA(27:5),566.664185,C30H47O8P,567.30813192,589.29007616,605.26401337
SLM:000055807,PA(27:6),564.648376,C30H45O8P,565.29248185,587.2744261,603.24836331
SLM:000055808,PA(28:0),590.770203,C31H59O8P,591.4020323,613.38397655,629.35791376
SLM:000055809,PA(28:1),588.754272,C31H57O8P,589.38638224,611.36832648,627.34226369
SLM:000055810,PA(28:2),586.738525,C31H55O8P,587.37073217,609.35267642,625.32661363
SLM:000055811,PA(28:3),584.722595,C31H53O8P,585.35508211,607.33702636,623.31096357
SLM:000055812,PA(28:4),582.706726,C31H51O8P,583.33943204,605.32137629,621.2953135
SLM:000055813,PA(28:5),580.690796,C31H49O8P,581.32378198,603.30572623,619.27966344
SLM:000055814,PA(28:6),578.674927,C31H47O8P,579.30813192,601.29007616,617.26401337
SLM:000055815,PA(29:0),604.796814,C32H61O8P,605.41768236,627.39962661,643.37356382
SLM:000055816,PA(29:1),602.780884,C32H59O8P,603.4020323,625.38397655,641.35791376
SLM:000055817,PA(29:2),600.765015,C32H57O8P,601.38638224,623.36832648,639.34226369
SLM:000055818,PA(29:4),596.733276,C32H53O8P,597.35508211,619.33702636,635.31096357
SLM:000055819,PA(29:5),594.717407,C32H51O8P,595.33943204,617.32137629,633.2953135
SLM:000055820,PA(29:6),592.701477,C32H49O8P,593.32378198,615.30572623,631.27966344
SLM:000055821,PA(30:0),618.823425,C33H63O8P,619.43333243,641.41527668,657.38921389
SLM:000055822,PA(30:1),616.807495,C33H61O8P,617.41768236,639.39962661,655.37356382
SLM:000055823,PA(30:2),614.791626,C33H59O8P,615.4020323,637.38397655,653.35791376
SLM:000055824,PA(30:3),612.775696,C33H57O8P,613.38638224,635.36832648,651.34226369
SLM:000055825,PA(30:4),610.759888,C33H55O8P,611.37073217,633.35267642,649.32661363
SLM:000055826,PA(30:5),608.744019,C33H53O8P,609.35508211,631.33702636,647.31096357
SLM:000055827,PA(30:6),606.728088,C33H51O8P,607.33943204,629.32137629,645.2953135
SLM:000055828,PA(31:0),632.849976,C34H65O8P,633.44898249,655.43092674,671.40486395
SLM:000055829,PA(31:1),630.834106,C34H63O8P,631.43333243,653.41527668,669.38921389
SLM:000055830,PA(31:2),628.818176,C34H61O8P,629.41768236,651.39962661,667.37356382
SLM:000055831,PA(31:3),626.802307,C34H59O8P,627.4020323,649.38397655,665.35791376
SLM:000055832,PA(31:4),624.786377,C34H57O8P,625.38638224,647.36832648,663.34226369
SLM:000055833,PA(31:5),622.770630,C34H55O8P,623.37073217,645.35267642,661.32661363
SLM:000055834,PA(31:6),620.754700,C34H53O8P,621.35508211,643.33702636,659.31096357
SLM:000055835,PA(32:0),646.876526,C35H67O8P,647.46463256,669.4465768,685.42051401
SLM:000055836,PA(32:1),644.860718,C35H65O8P,645.44898249,667.43092674,683.40486395
SLM:000055837,PA(32:2),642.844788,C35H63O8P,643.43333243,665.41527668,681.38921389
SLM:000055838,PA(32:3),640.828918,C35H61O8P,641.41768236,663.39962661,679.37356382
SLM:000055839,PA(32:4),638.812988,C35H59O8P,639.4020323,661.38397655,677.35791376
SLM:000055840,PA(32:5),636.797119,C35H57O8P,637.38638224,659.36832648,675.34226369
SLM:000055841,PA(32:6),634.781311,C35H55O8P,635.37073217,657.35267642,673.32661363
SLM:000055842,PA(33:0),660.903076,C36H69O8P,661.48028262,683.46222687,699.43616408
SLM:000055843,PA(33:1),658.887207,C36H67O8P,659.46463256,681.4465768,697.42051401
SLM:000055844,PA(33:2),656.871399,C36H65O8P,657.44898249,679.43092674,695.40486395
SLM:000055845,PA(33:3),654.855530,C36H63O8P,655.43333243,677.41527668,693.38921389
SLM:000055846,PA(33:4),652.839600,C36H61O8P,653.41768236,675.39962661,691.37356382
SLM:000055847,PA(33:5),650.823730,C36H59O8P,651.4020323,673.38397655,689.35791376
SLM:000055848,PA(33:6),648.807800,C36H57O8P,649.38638224,671.36832648,687.34226369
SLM:000055849,PA(34:0),674.929688,C37H71O8P,675.49593268,697.47787693,713.45181414
SLM:000055850,PA(34:1),672.913818,C37H69O8P,673.48028262,695.46222687,711.43616408
SLM:000055851,PA(34:2),670.897888,C37H67O8P,671.46463256,693.4465768,709.42051401
SLM:000055852,PA(34:3),668.882080,C37H65O8P,669.44898249,691.43092674,707.40486395
SLM:000055853,PA(34:4),666.866211,C37H63O8P,667.43333243,689.41527668,705.38921389
SLM:000055854,PA(34:5),664.850281,C37H61O8P,665.41768236,687.39962661,703.37356382
SLM:000055855,PA(34:6),662.834412,C37H59O8P,663.4020323,685.38397655,701.35791376
SLM:000055856,PA(35:0),688.956299,C38H73O8P,689.51158275,711.493527,727.46746421
SLM:000055857,PA(35:1),686.940430,C38H71O8P,687.49593268,709.47787693,725.45181414
SLM:000055858,PA(35:2),684.924500,C38H69O8P,685.48028262,707.46222687,723.43616408
SLM:000055859,PA(35:3),682.908630,C38H67O8P,683.46463256,705.4465768,721.42051401
SLM:000055860,PA(35:4),680.892822,C38H65O8P,681.44898249,703.43092674,719.40486395
SLM:000055861,PA(35:5),678.876892,C38H63O8P,679.43333243,701.41527668,717.38921389
SLM:000055862,PA(35:6),676.861023,C38H61O8P,677.41768236,699.39962661,715.37356382
SLM:000055863,PA(36:0),702.982910,C39H75O8P,703.52723281,725.50917706,741.48311427
SLM:000055864,PA(36:1),700.966980,C39H73O8P,701.51158275,723.493527,739.46746421
SLM:000055865,PA(36:2),698.951111,C39H71O8P,699.49593268,721.47787693,737.45181414
SLM:000055866,PA(36:3),696.935181,C39H69O8P,697.48028262,719.46222687,735.43616408
SLM:000055867,PA(36:4),694.919312,C39H67O8P,695.46463256,717.4465768,733.42051401
SLM:000055868,PA(36:5),692.903503,C39H65O8P,693.44898249,715.43092674,731.40486395
SLM:000055869,PA(36:6),690.887573,C39H63O8P,691.43333243,713.41527668,729.38921389
SLM:000055870,PA(36:7),688.871704,C39H61O8P,689.41768236,711.39962661,727.37356382
SLM:000055871,PA(36:8),686.855774,C39H59O8P,687.4020323,709.38397655,725.35791376
SLM:000055872,PA(37:0),717.009399,C40H77O8P,717.54288288,739.52482712,755.49876433
SLM:000055873,PA(37:1),714.993591,C40H75O8P,715.52723281,737.50917706,753.48311427
SLM:000055874,PA(37:2),712.977722,C40H73O8P,713.51158275,735.493527,751.46746421
SLM:000055875,PA(37:3),710.961792,C40H71O8P,711.49593268,733.47787693,749.45181414
SLM:000055876,PA(37:4),708.945923,C40H69O8P,709.48028262,731.46222687,747.43616408
SLM:000055877,PA(37:5),706.929993,C40H67O8P,707.46463256,729.4465768,745.42051401
SLM:000055878,PA(37:6),704.914185,C40H65O8P,705.44898249,727.43092674,743.40486395
SLM:000055879,PA(38:0),731.036011,C41H79O8P,731.55853294,753.54047719,769.5144144
SLM:000055880,PA(38:1),729.020081,C41H77O8P,729.54288288,751.52482712,767.49876433
SLM:000055881,PA(38:2),727.004272,C41H75O8P,727.52723281,749.50917706,765.48311427
SLM:000055882,PA(38:3),724.988403,C41H73O8P,725.51158275,747.493527,763.46746421
SLM:000055883,PA(38:4),722.972473,C41H71O8P,723.49593268,745.47787693,761.45181414
SLM:000055884,PA(38:5),720.956604,C41H69O8P,721.48028262,743.46222687,759.43616408
SLM:000055885,PA(38:6),718.940674,C41H67O8P,719.46463256,741.4465768,757.42051401
SLM:000055886,PA(38:7),716.924927,C41H65O8P,717.44898249,739.43092674,755.40486395
SLM:000055887,PA(38:8),714.908997,C41H63O8P,715.43333243,737.41527668,753.38921389
SLM:000055888,PA(38:9),712.893127,C41H61O8P,713.41768236,735.39962661,751.37356382
SLM:000055889,PA(39:0),745.062622,C42H81O8P,745.574183,767.55612725,783.53006446
SLM:000055890,PA(39:1),743.046692,C42H79O8P,743.55853294,765.54047719,781.5144144
SLM:000055891,PA(39:2),741.030823,C42H77O8P,741.54288288,763.52482712,779.49876433
SLM:000055892,PA(39:3),739.015015,C42H75O8P,739.52723281,761.50917706,777.48311427
SLM:000055893,PA(39:4),736.999084,C42H73O8P,737.51158275,759.493527,775.46746421
SLM:000055894,PA(39:5),734.983215,C42H71O8P,735.49593268,757.47787693,773.45181414
SLM:000055895,PA(39:6),732.967285,C42H69O8P,733.48028262,755.46222687,771.43616408
SLM:000055896,PA(40:0),759.089172,C43H83O8P,759.58983307,781.57177732,797.54571453
SLM:000055897,PA(40:1),757.073303,C43H81O8P,757.574183,779.55612725,795.53006446
SLM:000055898,PA(40:10),738.930420,C43H63O8P,739.43333243,761.41527668,777.38921389
SLM:000055899,PA(40:2),755.057373,C43H79O8P,755.55853294,777.54047719,793.5144144
SLM:000055900,PA(40:3),753.041504,C43H77O8P,753.54288288,775.52482712,791.49876433
SLM:000055901,PA(40:4),751.025696,C43H75O8P,751.52723281,773.50917706,789.48311427
SLM:000055902,PA(40:5),749.009827,C43H73O8P,749.51158275,771.493527,787.46746421
SLM:000055903,PA(40:6),746.993896,C43H71O8P,747.49593268,769.47787693,785.45181414
SLM:000055904,PA(40:7),744.978027,C43H69O8P,745.48028262,767.46222687,783.43616408
SLM:000055905,PA(40:8),742.962097,C43H67O8P,743.46463256,765.4465768,781.42051401
SLM:000055906,PA(40:9),740.946289,C43H65O8P,741.44898249,763.43092674,779.40486395
SLM:000055907,PA(41:0),773.115784,C44H85O8P,773.60548313,795.58742738,811.56136459
SLM:000055908,PA(41:1),771.099915,C44H83O8P,771.58983307,793.57177732,809.54571453
SLM:000055909,PA(41:2),769.083984,C44H81O8P,769.574183,791.55612725,807.53006446
SLM:000055910,PA(41:3),767.068115,C44H79O8P,767.55853294,789.54047719,805.5144144
SLM:000055911,PA(41:4),765.052185,C44H77O8P,765.54288288,787.52482712,803.49876433
SLM:000055912,PA(41:5),763.036377,C44H75O8P,763.52723281,785.50917706,801.48311427
SLM:000055913,PA(41:6),761.020508,C44H73O8P,761.51158275,783.493527,799.46746421
SLM:000055914,PA(42:0),787.142273,C45H87O8P,787.6211332,809.60307744,825.57701465
SLM:000055915,PA(42:1),785.126526,C45H85O8P,785.60548313,807.58742738,823.56136459
SLM:000055916,PA(42:10),766.983521,C45H67O8P,767.46463256,789.4465768,805.42051401
SLM:000055917,PA(42:11),764.967712,C45H65O8P,765.44898249,787.43092674,803.40486395
SLM:000055918,PA(42:2),783.110596,C45H83O8P,783.58983307,805.57177732,821.54571453
SLM:000055919,PA(42:3),781.094727,C45H81O8P,781.574183,803.55612725,819.53006446
SLM:000055920,PA(42:4),779.078796,C45H79O8P,779.55853294,801.54047719,817.5144144
SLM:000055921,PA(42:5),777.062927,C45H77O8P,777.54288288,799.52482712,815.49876433
SLM:000055922,PA(42:6),775.047119,C45H75O8P,775.52723281,797.50917706,813.48311427
SLM:000055923,PA(42:7),773.031189,C45H73O8P,773.51158275,795.493527,811.46746421
SLM:000055924,PA(42:8),771.015320,C45H71O8P,771.49593268,793.47787693,809.45181414
SLM:000055925,PA(42:9),768.999390,C45H69O8P,769.48028262,791.46222687,807.43616408
SLM:000055926,PA(43:0),801.168884,C46H89O8P,801.63678326,823.61872751,839.59266472
SLM:000055927,PA(43:1),799.153015,C46H87O8P,799.6211332,821.60307744,837.57701465
SLM:000055928,PA(43:2),797.137207,C46H85O8P,797.60548313,819.58742738,835.56136459
SLM:000055929,PA(43:3),795.121277,C46H83O8P,795.58983307,817.57177732,833.54571453
SLM:000055930,PA(43:4),793.105408,C46H81O8P,793.574183,815.55612725,831.53006446
SLM:000055931,PA(43:5),791.089478,C46H79O8P,791.55853294,813.54047719,829.5144144
SLM:000055932,PA(43:6),789.073608,C46H77O8P,789.54288288,811.52482712,827.49876433
SLM:000055933,PA(44:0),815.195496,C47H91O8P,815.65243332,837.63437757,853.60831478
SLM:000055934,PA(44:1),813.179626,C47H89O8P,813.63678326,835.61872751,851.59266472
SLM:000055935,PA(44:10),795.036682,C47H71O8P,795.49593268,817.47787693,833.45181414
SLM:000055936,PA(44:11),793.020813,C47H69O8P,793.48028262,815.46222687,831.43616408
SLM:000055937,PA(44:12),791.004883,C47H67O8P,791.46463256,813.4465768,829.42051401
SLM:000055938,PA(44:2),811.163696,C47H87O8P,811.6211332,833.60307744,849.57701465
SLM:000055939,PA(44:3),809.147888,C47H85O8P,809.60548313,831.58742738,847.56136459
SLM:000055940,PA(44:4),807.132019,C47H83O8P,807.58983307,829.57177732,845.54571453
SLM:000055941,PA(44:5),805.116089,C47H81O8P,805.574183,827.55612725,843.53006446
SLM:000055942,PA(44:6),803.100220,C47H79O8P,803.55853294,825.54047719,841.5144144
SLM:000055943,PA(44:7),801.084290,C47H77O8P,801.54288288,823.52482712,839.49876433
SLM:000055944,PA(44:8),799.068481,C47H75O8P,799.52723281,821.50917706,837.48311427
SLM:000055945,PA(44:9),797.052612,C47H73O8P,797.51158275,819.493527,835.46746421
SLM:000055946,PA(45:0),829.222107,C48H93O8P,829.66808339,851.65002764,867.62396485
SLM:000055947,PA(45:1),827.206177,C48H91O8P,827.65243332,849.63437757,865.60831478
SLM:000055948,PA(45:4),821.158630,C48H85O8P,821.60548313,843.58742738,859.56136459
SLM:000055949,PA(45:5),819.142700,C48H83O8P,819.58983307,841.57177732,857.54571453
SLM:000055950,PA(45:6),817.126770,C48H81O8P,817.574183,839.55612725,855.53006446
SLM:000055951,PA(46:0),843.248718,C49H95O8P,843.68373345,865.6656777,881.63961491
SLM:000055952,PA(46:1),841.232788,C49H93O8P,841.66808339,863.65002764,879.62396485
SLM:000055953,PA(46:10),823.089905,C49H75O8P,823.52723281,845.50917706,861.48311427
SLM:000055954,PA(46:11),821.073975,C49H73O8P,821.51158275,843.493527,859.46746421
SLM:000055955,PA(46:12),819.058105,C49H71O8P,819.49593268,841.47787693,857.45181414
SLM:000055956,PA(46:2),839.216919,C49H91O8P,839.65243332,861.63437757,877.60831478
SLM:000055957,PA(46:3),837.200989,C49H89O8P,837.63678326,859.61872751,875.59266472
SLM:000055958,PA(46:4),835.185120,C49H87O8P,835.6211332,857.60307744,873.57701465
SLM:000055959,PA(46:5),833.169312,C49H85O8P,833.60548313,855.58742738,871.56136459
SLM:000055960,PA(46:6),831.153381,C49H83O8P,831.58983307,853.57177732,869.54571453
SLM:000055961,PA(46:7),829.137512,C49H81O8P,829.574183,851.55612725,867.53006446
SLM:000055962,PA(46:8),827.121582,C49H79O8P,827.55853294,849.54047719,865.5144144
SLM:000055963,PA(46:9),825.105713,C49H77O8P,825.54288288,847.52482712,863.49876433
SLM:000055964,PA(47:0),857.275208,C50H97O8P,857.69938352,879.68132776,895.65526497
SLM:000055965,PA(47:1),855.259399,C50H95O8P,855.68373345,877.6656777,893.63961491
SLM:000055966,PA(47:4),849.211670,C50H89O8P,849.63678326,871.61872751,887.59266472
SLM:000055967,PA(47:5),847.195801,C50H87O8P,847.6211332,869.60307744,885.57701465
SLM:000055968,PA(47:6),845.179993,C50H85O8P,845.60548313,867.58742738,883.56136459
SLM:000055969,PA(48:0),871.301819,C51H99O8P,871.71503358,893.69697783,909.67091504
SLM:000055970,PA(48:1),869.285889,C51H97O8P,869.69938352,891.68132776,907.65526497
