id,name,mw_exact,sf,+H,+Na,+K
SLM:000058849,PS(32:2),730.929504,C38H69NO10P,731.47318586,753.45513011,769.42906732
SLM:000058850,PS(32:3),728.913574,C38H67NO10P,729.4575358,751.43948004,767.41341725
SLM:000058851,PS(32:4),726.897705,C38H65NO10P,727.44188573,749.42382998,765.39776719
SLM:000058852,PS(32:5),724.881775,C38H63NO10P,725.42623567,747.40817992,763.38211713
SLM:000058853,PS(32:6),722.866028,C38H61NO10P,723.4105856,745.39252985,761.36646706
SLM:000058854,PS(33:0),748.987793,C39H75NO10P,749.52013605,771.5020803,787.47601751
SLM:000058855,PS(33:1),746.971924,C39H73NO10P,747.50448599,769.48643024,785.46036745
SLM:000058856,PS(33:2),744.956116,C39H71NO10P,745.48883592,767.47078017,783.44471738
SLM:000058857,PS(33:3),742.940186,C39H69NO10P,743.47318586,765.45513011,781.42906732
SLM:000058858,PS(33:4),740.924316,C39H67NO10P,741.4575358,763.43948004,779.41341725
SLM:000058859,PS(33:5),738.908386,C39H65NO10P,739.44188573,761.42382998,777.39776719
SLM:000058860,PS(33:6),736.892517,C39H63NO10P,737.42623567,759.40817992,775.38211713
SLM:000058861,PS(34:0),763.014404,C40H77NO10P,763.53578612,785.51773036,801.49166757
SLM:000058862,PS(34:1),760.998474,C40H75NO10P,761.52013605,783.5020803,799.47601751
SLM:000058863,PS(34:2),758.982605,C40H73NO10P,759.50448599,781.48643024,797.46036745
SLM:000058864,PS(34:3),756.966797,C40H71NO10P,757.48883592,779.47078017,795.44471738
SLM:000058865,PS(34:4),754.950928,C40H69NO10P,755.47318586,777.45513011,793.42906732
SLM:000058866,PS(34:5),752.934998,C40H67NO10P,753.4575358,775.43948004,791.41341725
SLM:000058867,PS(34:6),750.919128,C40H65NO10P,751.44188573,773.42382998,789.39776719
SLM:000058868,PS(35:0),777.041016,C41H79NO10P,777.55143618,799.53338043,815.50731764
SLM:000058869,PS(35:1),775.025085,C41H77NO10P,775.53578612,797.51773036,813.49166757
SLM:000058870,PS(35:2),773.009216,C41H75NO10P,773.52013605,795.5020803,811.47601751
SLM:000058871,PS(35:3),770.993286,C41H73NO10P,771.50448599,793.48643024,809.46036745
SLM:000058872,PS(35:4),768.977478,C41H71NO10P,769.48883592,791.47078017,807.44471738
SLM:000058873,PS(35:5),766.961609,C41H69NO10P,767.47318586,789.45513011,805.42906732
SLM:000058874,PS(35:6),764.945679,C41H67NO10P,765.4575358,787.43948004,803.41341725
SLM:000058875,PS(36:0),791.067627,C42H81NO10P,791.56708624,813.54903049,829.5229677
SLM:000058876,PS(36:1),789.051697,C42H79NO10P,789.55143618,811.53338043,827.50731764
SLM:000058877,PS(36:2),787.035828,C42H77NO10P,787.53578612,809.51773036,825.49166757
SLM:000058878,PS(36:3),785.019897,C42H75NO10P,785.52013605,807.5020803,823.47601751
SLM:000058879,PS(36:4),783.004028,C42H73NO10P,783.50448599,805.48643024,821.46036745
SLM:000058880,PS(36:5),780.988220,C42H71NO10P,781.48883592,803.47078017,819.44471738
SLM:000058881,PS(36:6),778.972290,C42H69NO10P,779.47318586,801.45513011,817.42906732
SLM:000058882,PS(36:7),776.956421,C42H67NO10P,777.4575358,799.43948004,815.41341725
SLM:000058883,PS(36:8),774.940491,C42H65NO10P,775.44188573,797.42382998,813.39776719
SLM:000058884,PS(37:0),805.094116,C43H83NO10P,805.58273631,827.56468056,843.53861777
SLM:000058885,PS(37:1),803.078308,C43H81NO10P,803.56708624,825.54903049,841.5229677
SLM:000058886,PS(37:2),801.062378,C43H79NO10P,801.55143618,823.53338043,839.50731764
SLM:000058887,PS(37:3),799.046509,C43H77NO10P,799.53578612,821.51773036,837.49166757
SLM:000058888,PS(37:4),797.030579,C43H75NO10P,797.52013605,819.5020803,835.47601751
SLM:000058889,PS(37:5),795.014709,C43H73NO10P,795.50448599,817.48643024,833.46036745
SLM:000058890,PS(37:6),792.998901,C43H71NO10P,793.48883592,815.47078017,831.44471738
SLM:000058891,PS(38:0),819.120728,C44H85NO10P,819.59838637,841.58033062,857.55426783
SLM:000058892,PS(38:1),817.104797,C44H83NO10P,817.58273631,839.56468056,855.53861777
SLM:000058893,PS(38:2),815.088989,C44H81NO10P,815.56708624,837.54903049,853.5229677
SLM:000058894,PS(38:3),813.073120,C44H79NO10P,813.55143618,835.53338043,851.50731764
SLM:000058895,PS(38:4),811.057190,C44H77NO10P,811.53578612,833.51773036,849.49166757
SLM:000058896,PS(38:5),809.041321,C44H75NO10P,809.52013605,831.5020803,847.47601751
SLM:000058897,PS(38:6),807.025391,C44H73NO10P,807.50448599,829.48643024,845.46036745
SLM:000058898,PS(38:7),805.009583,C44H71NO10P,805.48883592,827.47078017,843.44471738
SLM:000058899,PS(38:8),802.993713,C44H69NO10P,803.47318586,825.45513011,841.42906732
SLM:000058900,PS(38:9),800.977783,C44H67NO10P,801.4575358,823.43948004,839.41341725
SLM:000058901,PS(39:0),833.147278,C45H87NO10P,833.61403644,855.59598068,871.56991789
SLM:000058902,PS(39:1),831.131409,C45H85NO10P,831.59838637,853.58033062,869.55426783
SLM:000058903,PS(39:2),829.115479,C45H83NO10P,829.58273631,851.56468056,867.53861777
SLM:000058904,PS(39:3),827.099670,C45H81NO10P,827.56708624,849.54903049,865.5229677
SLM:000058905,PS(39:4),825.083801,C45H79NO10P,825.55143618,847.53338043,863.50731764
SLM:000058906,PS(39:5),823.067871,C45H77NO10P,823.53578612,845.51773036,861.49166757
SLM:000058907,PS(39:6),821.052002,C45H75NO10P,821.52013605,843.5020803,859.47601751
SLM:000058908,PS(40:0),847.173889,C46H89NO10P,847.6296865,869.61163075,885.58556796
SLM:000058909,PS(40:1),845.158020,C46H87NO10P,845.61403644,867.59598068,883.56991789
SLM:000058910,PS(40:10),827.015076,C46H69NO10P,827.47318586,849.45513011,865.42906732
SLM:000058911,PS(40:2),843.142090,C46H85NO10P,843.59838637,865.58033062,881.55426783
SLM:000058912,PS(40:3),841.126221,C46H83NO10P,841.58273631,863.56468056,879.53861777
SLM:000058913,PS(40:4),839.110413,C46H81NO10P,839.56708624,861.54903049,877.5229677
SLM:000058914,PS(40:5),837.094482,C46H79NO10P,837.55143618,859.53338043,875.50731764
SLM:000058915,PS(40:6),835.078613,C46H77NO10P,835.53578612,857.51773036,873.49166757
SLM:000058916,PS(40:7),833.062683,C46H75NO10P,833.52013605,855.5020803,871.47601751
SLM:000058917,PS(40:8),831.046814,C46H73NO10P,831.50448599,853.48643024,869.46036745
SLM:000058918,PS(40:9),829.031006,C46H71NO10P,829.48883592,851.47078017,867.44471738
SLM:000058919,PS(41:0),861.200500,C47H91NO10P,861.64533656,883.62728081,899.60121802
SLM:000058920,PS(41:1),859.184570,C47H89NO10P,859.6296865,881.61163075,897.58556796
SLM:000058921,PS(41:2),857.168701,C47H87NO10P,857.61403644,879.59598068,895.56991789
SLM:000058922,PS(41:3),855.152771,C47H85NO10P,855.59838637,877.58033062,893.55426783
SLM:000058923,PS(41:4),853.136902,C47H83NO10P,853.58273631,875.56468056,891.53861777
SLM:000058924,PS(41:5),851.121094,C47H81NO10P,851.56708624,873.54903049,889.5229677
SLM:000058925,PS(41:6),849.105225,C47H79NO10P,849.55143618,871.53338043,887.50731764
SLM:000058926,PS(42:0),875.226990,C48H93NO10P,875.66098663,897.64293088,913.61686809
SLM:000058927,PS(42:1),873.211182,C48H91NO10P,873.64533656,895.62728081,911.60121802
SLM:000058928,PS(42:10),855.068176,C48H73NO10P,855.50448599,877.48643024,893.46036745
SLM:000058929,PS(42:11),853.052429,C48H71NO10P,853.48883592,875.47078017,891.44471738
SLM:000058930,PS(42:2),871.195313,C48H89NO10P,871.6296865,893.61163075,909.58556796
SLM:000058931,PS(42:3),869.179382,C48H87NO10P,869.61403644,891.59598068,907.56991789
SLM:000058932,PS(42:4),867.163513,C48H85NO10P,867.59838637,889.58033062,905.55426783
SLM:000058933,PS(42:5),865.147583,C48H83NO10P,865.58273631,887.56468056,903.53861777
SLM:000058934,PS(42:6),863.131775,C48H81NO10P,863.56708624,885.54903049,901.5229677
SLM:000058935,PS(42:7),861.115906,C48H79NO10P,861.55143618,883.53338043,899.50731764
SLM:000058936,PS(42:8),859.099976,C48H77NO10P,859.53578612,881.51773036,897.49166757
SLM:000058937,PS(42:9),857.084106,C48H75NO10P,857.52013605,879.5020803,895.47601751
SLM:000058938,PS(43:0),889.253601,C49H95NO10P,889.67663669,911.65858094,927.63251815
SLM:000058939,PS(43:1),887.237671,C49H93NO10P,887.66098663,909.64293088,925.61686809
SLM:000058940,PS(43:2),885.221924,C49H91NO10P,885.64533656,907.62728081,923.60121802
SLM:000058941,PS(43:3),883.205994,C49H89NO10P,883.6296865,905.61163075,921.58556796
SLM:000058942,PS(43:4),881.190125,C49H87NO10P,881.61403644,903.59598068,919.56991789
SLM:000058943,PS(43:5),879.174194,C49H85NO10P,879.59838637,901.58033062,917.55426783
SLM:000058944,PS(43:6),877.158325,C49H83NO10P,877.58273631,899.56468056,915.53861777
SLM:000058945,PS(44:0),903.280212,C50H97NO10P,903.69228676,925.674231,941.64816821
SLM:000058946,PS(44:1),901.264282,C50H95NO10P,901.67663669,923.65858094,939.63251815
SLM:000058947,PS(44:10),883.121399,C50H77NO10P,883.53578612,905.51773036,921.49166757
SLM:000058948,PS(44:11),881.105530,C50H75NO10P,881.52013605,903.5020803,919.47601751
SLM:000058949,PS(44:12),879.089600,C50H73NO10P,879.50448599,901.48643024,917.46036745
SLM:000058950,PS(44:2),899.248413,C50H93NO10P,899.66098663,921.64293088,937.61686809
SLM:000058951,PS(44:3),897.232605,C50H91NO10P,897.64533656,919.62728081,935.60121802
SLM:000058952,PS(44:4),895.216675,C50H89NO10P,895.6296865,917.61163075,933.58556796
SLM:000058953,PS(44:5),893.200806,C50H87NO10P,893.61403644,915.59598068,931.56991789
SLM:000058954,PS(44:6),891.184875,C50H85NO10P,891.59838637,913.58033062,929.55426783
SLM:000058955,PS(44:7),889.169006,C50H83NO10P,889.58273631,911.56468056,927.53861777
SLM:000058956,PS(44:8),887.153198,C50H81NO10P,887.56708624,909.54903049,925.5229677
SLM:000058957,PS(44:9),885.137329,C50H79NO10P,885.55143618,907.53338043,923.50731764
SLM:000058958,PS(45:0),917.306824,C51H99NO10P,917.70793682,939.68988107,955.66381828
SLM:000058959,PS(45:1),915.290894,C51H97NO10P,915.69228676,937.674231,953.64816821
SLM:000058960,PS(45:4),909.243286,C51H91NO10P,909.64533656,931.62728081,947.60121802
SLM:000058961,PS(45:5),907.227417,C51H89NO10P,907.6296865,929.61163075,945.58556796
SLM:000058962,PS(45:6),905.211487,C51H87NO10P,905.61403644,927.59598068,943.56991789
SLM:000058963,PS(46:0),931.333374,C52H101NO10P,931.72358688,953.70553113,969.67946834
SLM:000058964,PS(46:1),929.317505,C52H99NO10P,929.70793682,951.68988107,967.66381828
SLM:000058965,PS(46:10),911.174622,C52H81NO10P,911.56708624,933.54903049,949.5229677
SLM:000058966,PS(46:11),909.158691,C52H79NO10P,909.55143618,931.53338043,947.50731764
SLM:000058967,PS(46:12),907.142822,C52H77NO10P,907.53578612,929.51773036,945.49166757
SLM:000058968,PS(46:2),927.301575,C52H97NO10P,927.69228676,949.674231,965.64816821
SLM:000058969,PS(46:3),925.285706,C52H95NO10P,925.67663669,947.65858094,963.63251815
SLM:000058970,PS(46:4),923.269775,C52H93NO10P,923.66098663,945.64293088,961.61686809
SLM:000058971,PS(46:5),921.254028,C52H91NO10P,921.64533656,943.62728081,959.60121802
SLM:000058972,PS(46:6),919.238098,C52H89NO10P,919.6296865,941.61163075,957.58556796
SLM:000058973,PS(46:7),917.222229,C52H87NO10P,917.61403644,939.59598068,955.56991789
SLM:000058974,PS(46:8),915.206299,C52H85NO10P,915.59838637,937.58033062,953.55426783
SLM:000058975,PS(46:9),913.190430,C52H83NO10P,913.58273631,935.56468056,951.53861777
SLM:000058976,PS(47:0),945.359924,C53H103NO10P,945.73923695,967.7211812,983.69511841
SLM:000058977,PS(47:1),943.344116,C53H101NO10P,943.72358688,965.70553113,981.67946834
SLM:000058978,PS(47:4),937.296387,C53H95NO10P,937.67663669,959.65858094,975.63251815
SLM:000058979,PS(47:5),935.280518,C53H93NO10P,935.66098663,957.64293088,973.61686809
SLM:000058980,PS(47:6),933.264709,C53H91NO10P,933.64533656,955.62728081,971.60121802
SLM:000058981,PS(48:0),959.386475,C54H105NO10P,959.75488701,981.73683126,997.71076847
SLM:000058982,PS(48:1),957.370605,C54H103NO10P,957.73923695,979.7211812,995.69511841
SLM:000058983,PS(48:10),939.227722,C54H85NO10P,939.59838637,961.58033062,977.55426783
SLM:000058984,PS(48:11),937.211792,C54H83NO10P,937.58273631,959.56468056,975.53861777
SLM:000058985,PS(48:12),935.195984,C54H81NO10P,935.56708624,957.54903049,973.5229677
SLM:000058986,PS(48:2),955.354797,C54H101NO10P,955.72358688,977.70553113,993.67946834
SLM:000058987,PS(48:3),953.338928,C54H99NO10P,953.70793682,975.68988107,991.66381828
SLM:000058988,PS(48:4),951.322998,C54H97NO10P,951.69228676,973.674231,989.64816821
SLM:000058989,PS(48:5),949.307129,C54H95NO10P,949.67663669,971.65858094,987.63251815
SLM:000058990,PS(48:6),947.291199,C54H93NO10P,947.66098663,969.64293088,985.61686809
SLM:000058991,PS(48:7),945.275391,C54H91NO10P,945.64533656,967.62728081,983.60121802
SLM:000058992,PS(48:8),943.259521,C54H89NO10P,943.6296865,965.61163075,981.58556796
SLM:000058993,PS(48:9),941.243591,C54H87NO10P,941.61403644,963.59598068,979.56991789
SLM:000058994,PS(49:0),973.413086,C55H107NO10P,973.77053708,995.75248132,1011.72641853
SLM:000058995,PS(49:4),965.349609,C55H99NO10P,965.70793682,987.68988107,1003.66381828
SLM:000058996,PS(49:5),963.333679,C55H97NO10P,963.69228676,985.674231,1001.64816821
SLM:000058997,PS(49:6),961.317810,C55H95NO10P,961.67663669,983.65858094,999.63251815
SLM:000058998,PS(4:0),342.217010,C10H17NO10P,343.0662842,365.04822844,381.02216565
SLM:000058999,PS(50:0),987.439697,C56H109NO10P,987.78618714,1009.76813139,1025.7420686
SLM:000059000,PS(50:1),985.423828,C56H107NO10P,985.77053708,1007.75248132,1023.72641853
SLM:000059001,PS(50:10),967.280884,C56H89NO10P,967.6296865,989.61163075,1005.58556796
SLM:000059002,PS(50:11),965.265015,C56H87NO10P,965.61403644,987.59598068,1003.56991789
SLM:000059003,PS(50:12),963.249084,C56H85NO10P,963.59838637,985.58033062,1001.55426783
SLM:000059004,PS(50:2),983.407898,C56H105NO10P,983.75488701,1005.73683126,1021.71076847
SLM:000059005,PS(50:3),981.392029,C56H103NO10P,981.73923695,1003.7211812,1019.69511841
SLM:000059006,PS(50:4),979.376221,C56H101NO10P,979.72358688,1001.70553113,1017.67946834
SLM:000059007,PS(50:5),977.360291,C56H99NO10P,977.70793682,999.68988107,1015.66381828
SLM:000059008,PS(50:6),975.344421,C56H97NO10P,975.69228676,997.674231,1013.64816821
SLM:000059009,PS(50:7),973.328491,C56H95NO10P,973.67663669,995.65858094,1011.63251815
SLM:000059010,PS(50:8),971.312622,C56H93NO10P,971.66098663,993.64293088,1009.61686809
SLM:000059011,PS(50:9),969.296814,C56H91NO10P,969.64533656,991.62728081,1007.60121802
SLM:000059012,PS(51:0),1001.466309,C57H111NO10P,1001.8018372,1023.78378145,1039.75771866
SLM:000059013,PS(51:4),993.402710,C57H103NO10P,993.73923695,1015.7211812,1031.69511841
SLM:000059014,PS(51:5),991.386902,C57H101NO10P,991.72358688,1013.70553113,1029.67946834
SLM:000059015,PS(51:6),989.370972,C57H99NO10P,989.70793682,1011.68988107,1027.66381828
SLM:000059016,PS(52:0),1015.492798,C58H113NO10P,1015.81748727,1037.79943152,1053.77336873
SLM:000059017,PS(52:1),1013.476990,C58H111NO10P,1013.8018372,1035.78378145,1051.75771866
SLM:000059018,PS(52:10),995.333984,C58H93NO10P,995.66098663,1017.64293088,1033.61686809
SLM:000059019,PS(52:11),993.318176,C58H91NO10P,993.64533656,1015.62728081,1031.60121802
SLM:000059020,PS(52:12),991.302307,C58H89NO10P,991.6296865,1013.61163075,1029.58556796
SLM:000059021,PS(52:2),1011.461121,C58H109NO10P,1011.78618714,1033.76813139,1049.7420686
SLM:000059022,PS(52:3),1009.445190,C58H107NO10P,1009.77053708,1031.75248132,1047.72641853
SLM:000059023,PS(52:4),1007.429321,C58H105NO10P,1007.75488701,1029.73683126,1045.71076847
SLM:000059024,PS(52:5),1005.413391,C58H103NO10P,1005.73923695,1027.7211812,1043.69511841
SLM:000059025,PS(52:6),1003.397583,C58H101NO10P,1003.72358688,1025.70553113,1041.67946834
SLM:000059026,PS(52:7),1001.381714,C58H99NO10P,1001.70793682,1023.68988107,1039.66381828
SLM:000059027,PS(52:8),999.365784,C58H97NO10P,999.69228676,1021.674231,1037.64816821
SLM:000059028,PS(52:9),997.349915,C58H95NO10P,997.67663669,1019.65858094,1035.63251815
SLM:000059029,PS(53:4),1021.455872,C59H107NO10P,1021.77053708,1043.75248132,1059.72641853
SLM:000059030,PS(53:5),1019.440002,C59H105NO10P,1019.75488701,1041.73683126,1057.71076847
SLM:000059031,PS(53:6),1017.424072,C59H103NO10P,1017.73923695,1039.7211812,1055.69511841
SLM:000059032,PS(54:0),1043.546021,C60H117NO10P,1043.8487874,1065.83073164,1081.80466885
SLM:000059033,PS(54:1),1041.530151,C60H115NO10P,1041.83313733,1063.81508158,1079.78901879
SLM:000059034,PS(54:10),1023.387207,C60H97NO10P,1023.69228676,1045.674231,1061.64816821
SLM:000059035,PS(54:11),1021.371277,C60H95NO10P,1021.67663669,1043.65858094,1059.63251815
SLM:000059036,PS(54:12),1019.355408,C60H93NO10P,1019.66098663,1041.64293088,1057.61686809
SLM:000059037,PS(54:4),1035.482544,C60H109NO10P,1035.78618714,1057.76813139,1073.7420686
SLM:000059038,PS(54:5),1033.466553,C60H107NO10P,1033.77053708,1055.75248132,1071.72641853
SLM:000059039,PS(54:6),1031.450684,C60H105NO10P,1031.75488701,1053.73683126,1069.71076847
SLM:000059040,PS(54:7),1029.434814,C60H103NO10P,1029.73923695,1051.7211812,1067.69511841
SLM:000059041,PS(54:8),1027.418945,C60H101NO10P,1027.72358688,1049.70553113,1065.67946834
SLM:000059042,PS(54:9),1025.403076,C60H99NO10P,1025.70793682,1047.68988107,1063.66381828
SLM:000059043,PS(55:4),1049.509155,C61H111NO10P,1049.8018372,1071.78378145,1087.75771866
SLM:000059044,PS(55:5),1047.493164,C61H109NO10P,1047.78618714,1069.76813139,1085.7420686
SLM:000059045,PS(55:6),1045.477295,C61H107NO10P,1045.77053708,1067.75248132,1083.72641853
SLM:000059046,PS(56:0),1071.599243,C62H121NO10P,1071.88008752,1093.86203177,1109.83596898
SLM:000059047,PS(56:1),1069.583252,C62H119NO10P,1069.86443746,1091.84638171,1107.82031892
SLM:000059048,PS(56:10),1051.440430,C62H101NO10P,1051.72358688,1073.70553113,1089.67946834
SLM:000059049,PS(56:11),1049.424561,C62H99NO10P,1049.70793682,1071.68988107,1087.66381828
SLM:000059050,PS(56:12),1047.408569,C62H97NO10P,1047.69228676,1069.674231,1085.64816821
SLM:000059051,PS(56:4),1063.535645,C62H113NO10P,1063.81748727,1085.79943152,1101.77336873
SLM:000059052,PS(56:5),1061.519775,C62H111NO10P,1061.8018372,1083.78378145,1099.75771866
SLM:000059053,PS(56:6),1059.503906,C62H109NO10P,1059.78618714,1081.76813139,1097.7420686
SLM:000059054,PS(56:7),1057.488037,C62H107NO10P,1057.77053708,1079.75248132,1095.72641853
SLM:000059055,PS(56:8),1055.472046,C62H105NO10P,1055.75488701,1077.73683126,1093.71076847
SLM:000059056,PS(56:9),1053.456177,C62H103NO10P,1053.73923695,1075.7211812,1091.69511841
SLM:000059057,PS(57:4),1077.562256,C63H115NO10P,1077.83313733,1099.81508158,1115.78901879
SLM:000059058,PS(57:5),1075.546265,C63H113NO10P,1075.81748727,1097.79943152,1113.77336873
SLM:000059059,PS(57:6),1073.530518,C63H111NO10P,1073.8018372,1095.78378145,1111.75771866
SLM:000059060,PS(58:0),1099.652344,C64H125NO10P,1099.91138765,1121.8933319,1137.86726911
SLM:000059061,PS(58:10),1079.493530,C64H105NO10P,1079.75488701,1101.73683126,1117.71076847
SLM:000059062,PS(58:11),1077.477539,C64H103NO10P,1077.73923695,1099.7211812,1115.69511841
SLM:000059063,PS(58:12),1075.461792,C64H101NO10P,1075.72358688,1097.70553113,1113.67946834
SLM:000059064,PS(58:4),1091.588745,C64H117NO10P,1091.8487874,1113.83073164,1129.80466885
SLM:000059065,PS(58:5),1089.572876,C64H115NO10P,1089.83313733,1111.81508158,1127.78901879
SLM:000059066,PS(58:6),1087.557007,C64H113NO10P,1087.81748727,1109.79943152,1125.77336873
SLM:000059067,PS(58:7),1085.541260,C64H111NO10P,1085.8018372,1107.78378145,1123.75771866
SLM:000059068,PS(58:8),1083.525269,C64H109NO10P,1083.78618714,1105.76813139,1121.7420686
SLM:000059069,PS(58:9),1081.509399,C64H107NO10P,1081.77053708,1103.75248132,1119.72641853
SLM:000059070,PS(59:4),1105.615356,C65H119NO10P,1105.86443746,1127.84638171,1143.82031892
SLM:000059071,PS(59:5),1103.599487,C65H117NO10P,1103.8487874,1125.83073164,1141.80466885
SLM:000059072,PS(5:0),356.243591,C11H19NO10P,357.08193426,379.06387851,395.03781572
SLM:000059073,PS(60:0),1127.705444,C66H129NO10P,1127.94268778,1149.92463203,1165.89856924
SLM:000059074,PS(60:10),1107.546753,C66H109NO10P,1107.78618714,1129.76813139,1145.7420686
SLM:000059075,PS(60:11),1105.530762,C66H107NO10P,1105.77053708,1127.75248132,1143.72641853
SLM:000059076,PS(60:12),1103.514893,C66H105NO10P,1103.75488701,1125.73683126,1141.71076847
SLM:000059077,PS(60:4),1119.641968,C66H121NO10P,1119.88008752,1141.86203177,1157.83596898
SLM:000059078,PS(60:5),1117.626099,C66H119NO10P,1117.86443746,1139.84638171,1155.82031892
SLM:000059079,PS(60:6),1115.610229,C66H117NO10P,1115.8487874,1137.83073164,1153.80466885
SLM:000059080,PS(60:7),1113.594360,C66H115NO10P,1113.83313733,1135.81508158,1151.78901879
SLM:000059081,PS(60:8),1111.578369,C66H113NO10P,1111.81748727,1133.79943152,1149.77336873
SLM:000059082,PS(60:9),1109.562622,C66H111NO10P,1109.8018372,1131.78378145,1147.75771866
SLM:000059083,PS(62:10),1135.599854,C68H113NO10P,1135.81748727,1157.79943152,1173.77336873
SLM:000059084,PS(62:11),1133.583984,C68H111NO10P,1133.8018372,1155.78378145,1171.75771866
SLM:000059085,PS(62:12),1131.568115,C68H109NO10P,1131.78618714,1153.76813139,1169.7420686
SLM:000059086,PS(62:4),1147.695068,C68H125NO10P,1147.91138765,1169.8933319,1185.86726911
SLM:000059087,PS(62:5),1145.679199,C68H123NO10P,1145.89573759,1167.87768184,1183.85161905
SLM:000059088,PS(62:6),1143.663452,C68H121NO10P,1143.88008752,1165.86203177,1181.83596898
SLM:000059089,PS(62:7),1141.647461,C68H119NO10P,1141.86443746,1163.84638171,1179.82031892
SLM:000059090,PS(62:8),1139.631592,C68H117NO10P,1139.8487874,1161.83073164,1177.80466885
SLM:000059091,PS(62:9),1137.615723,C68H115NO10P,1137.83313733,1159.81508158,1175.78901879
SLM:000059092,PS(64:10),1163.652954,C70H117NO10P,1163.8487874,1185.83073164,1201.80466885
SLM:000059093,PS(64:11),1161.637085,C70H115NO10P,1161.83313733,1183.81508158,1199.78901879
SLM:000059094,PS(64:12),1159.621216,C70H113NO10P,1159.81748727,1181.79943152,1197.77336873
SLM:000059095,PS(64:4),1175.748291,C70H129NO10P,1175.94268778,1197.92463203,1213.89856924
SLM:000059096,PS(64:5),1173.732422,C70H127NO10P,1173.92703772,1195.90898196,1211.88291917
SLM:000059097,PS(64:6),1171.716553,C70H125NO10P,1171.91138765,1193.8933319,1209.86726911
SLM:000059098,PS(64:8),1167.684814,C70H121NO10P,1167.88008752,1189.86203177,1205.83596898
SLM:000059099,PS(64:9),1165.668945,C70H119NO10P,1165.86443746,1187.84638171,1203.82031892
SLM:000059100,PS(66:10),1191.706177,C72H121NO10P,1191.88008752,1213.86203177,1229.83596898
SLM:000059101,PS(66:11),1189.690308,C72H119NO10P,1189.86443746,1211.84638171,1227.82031892
SLM:000059102,PS(66:12),1187.674438,C72H117NO10P,1187.8487874,1209.83073164,1225.80466885
SLM:000059103,PS(66:4),1203.801392,C72H133NO10P,1203.97398791,1225.95593216,1241.92986937
SLM:000059104,PS(66:5),1201.785645,C72H131NO10P,1201.95833784,1223.94028209,1239.9142193
SLM:000059105,PS(66:6),1199.769653,C72H129NO10P,1199.94268778,1221.92463203,1237.89856924
SLM:000059106,PS(66:8),1195.737915,C72H125NO10P,1195.91138765,1217.8933319,1233.86726911
SLM:000059107,PS(66:9),1193.722046,C72H123NO10P,1193.89573759,1215.87768184,1231.85161905
SLM:000059108,PS(68:10),1219.759277,C74H125NO10P,1219.91138765,1241.8933319,1257.86726911
SLM:000059109,PS(68:11),1217.743408,C74H123NO10P,1217.89573759,1239.87768184,1255.85161905
SLM:000059110,PS(68:12),1215.727539,C74H121NO10P,1215.88008752,1237.86203177,1253.83596898
SLM:000059111,PS(68:4),1231.854614,C74H137NO10P,1232.00528804,1253.98723228,1269.96116949
SLM:000059112,PS(68:5),1229.838745,C74H135NO10P,1229.98963797,1251.97158222,1267.94551943
SLM:000059113,PS(68:8),1223.791138,C74H129NO10P,1223.94268778,1245.92463203,1261.89856924
SLM:000059114,PS(68:9),1221.775146,C74H127NO10P,1221.92703772,1243.90898196,1259.88291917
SLM:000059115,PS(6:0),370.270203,C12H21NO10P,371.09758432,393.07952857,409.05346578
SLM:000059116,PS(70:10),1247.812500,C76H129NO10P,1247.94268778,1269.92463203,1285.89856924
SLM:000059117,PS(70:11),1245.796631,C76H127NO10P,1245.92703772,1267.90898196,1283.88291917
SLM:000059118,PS(70:12),1243.780640,C76H125NO10P,1243.91138765,1265.8933319,1281.86726911
SLM:000059119,PS(70:8),1251.844238,C76H133NO10P,1251.97398791,1273.95593216,1289.92986937
SLM:000059120,PS(70:9),1249.828369,C76H131NO10P,1249.95833784,1271.94028209,1287.9142193
SLM:000059121,PS(72:10),1275.865601,C78H133NO10P,1275.97398791,1297.95593216,1313.92986937
SLM:000059122,PS(72:11),1273.849854,C78H131NO10P,1273.95833784,1295.94028209,1311.9142193
SLM:000059123,PS(72:12),1271.833862,C78H129NO10P,1271.94268778,1293.92463203,1309.89856924
SLM:000059124,PS(72:8),1279.897461,C78H137NO10P,1280.00528804,1301.98723228,1317.96116949
SLM:000059125,PS(72:9),1277.881470,C78H135NO10P,1277.98963797,1299.97158222,1315.94551943
SLM:000059126,PS(74:10),1303.918823,C80H137NO10P,1304.00528804,1325.98723228,1341.96116949
SLM:000059127,PS(74:11),1301.902954,C80H135NO10P,1301.98963797,1323.97158222,1339.94551943
SLM:000059128,PS(74:8),1307.950562,C80H141NO10P,1308.03658816,1330.01853241,1345.99246962
SLM:000059129,PS(74:9),1305.934692,C80H139NO10P,1306.0209381,1328.00288235,1343.97681956
SLM:000059130,PS(76:10),1331.972046,C82H141NO10P,1332.03658816,1354.01853241,1369.99246962
SLM:000059131,PS(76:8),1336.003662,C82H145NO10P,1336.06788829,1358.04983254,1374.02376975
SLM:000059132,PS(76:9),1333.987793,C82H143NO10P,1334.05223823,1356.03418248,1372.00811969
SLM:000059133,PS(7:0),384.296692,C13H23NO10P,385.11323439,407.09517864,423.06911585
SLM:000059134,PS(8:0),398.323303,C14H25NO10P,399.12888445,421.1108287,437.08476591
SLM:000059135,PS(9:0),412.349915,C15H27NO10P,413.14453452,435.12647876,451.10041597
